character	initial	final	tone	roman	emc-entry
甐	l	on	2	lon	1
甑	đ	rg	2	đӑg	1
甒	m	u	1	mú	1
甓	px	ig	3	pxik	1
甔	t	am	0	tàm	3
甕	q	ug	2	qug	1
甖	q	ag	0	qàg	1
甗	g	in	1	gín	3
甗	qg	in	1	qgín	3
甘	k	om	0	kòm	1
甙	d	oj	2	doj	1
甚	ẓ	rm	2	ẓӑm	2
甚	ẓ	rm	3	ẓӑp	2
甛	d	im	0	dìm	0
甜	d	im	0	dìm	1
甜	tx	im	1	txím	1
甝	h	on	0	hòn	1
甞	ẓ	ơg	0	ẓờg	1
生	ṣ	rg	0	ṣằg	2
生	ṣ	ag	0	ṣàg	2
甠	ḍ	ig	0	ḍìg	0
甡	ṣ	rn	0	ṣằn	1
甡	ṭx	an	1	ṭxán	1
産	ṭx	an	1	ṭxán	1
甤	ṇ	oj	2	ṇoj	3
甤	ṇ	oj	0	ṇòj	3
甥	ṣ	rg	0	ṣằg	1
甥	ṣ	ag	0	ṣàg	1
甦	ṣ	u	0	ṣù	0
甧	ṣ	rm	0	ṣằm	0
用	j	ug	2	jug	1
用	qj	ug	1	qjúg	1
甩	ql	rn	3	qlӑt	0
甩	ṣ	on	3	ṣot	0
甪	l	ug	3	luk	0
甫	f	u	1	fú	1
甫	px	u	1	pxú	1
甫	px	u	0	pxù	1
甫	px	u	2	pxu	1
甬	qj	ug	1	qjúg	1
甭	p	ug	1	púg	0
甭	p	ug	2	pug	0
甮	w	ug	2	wug	0
甮	m	ug	2	mug	0
甯	n	ig	0	nìg	0
甯	n	ig	2	nig	0
田	d	in	0	dìn	1
田	tx	in	1	txín	1
由	j	rv	0	jằv	1
由	qj	rv	1	qjắv	1
甲	k	am	3	kap	1
申	ṣ	rn	0	ṣằn	1
甴	ḍ	an	3	ḍat	0
甴	ḍ	rn	3	ḍӑt	0
甶	w	rn	3	wӑt	1
男	n	am	0	nàm	1
甸	d	in	2	din	1
甸	d	in	0	dìn	1
甸	t	in	0	tìn	1
甹	px	ig	0	pxìg	2
町	d	ig	1	díg	4
町	t	ig	0	tìg	4
町	tx	ig	0	txìg	4
甼	d	ig	1	díg	0
甽	x	yn	1	xýn	0
甽	ṭ	rn	2	ṭӑn	0
甾	ṭ	i	0	ṭì	1
甾	ṭ	oj	0	ṭòj	1
甿	m	ag	0	màg	1
甿	m	rg	0	mằg	1
甿	m	rn	0	mằn	1
畀	p	i	1	pí	1
畀	p	i	2	pi	1
畁	p	i	1	pí	2
畂	m	rv	1	mắv	1
畃	ẓ	on	0	ẓòn	0
畄	l	rv	0	lằv	0
畆	m	rv	1	mắv	0
畇	v	rn	0	vằn	4
畈	f	an	2	fan	1
畉	w	u	0	wù	0
畊	k	ag	0	kàg	1
畊	k	rg	0	kằg	1
畋	d	in	0	dìn	2
界	k	aj	2	kaj	1
畍	k	aj	2	kaj	0
畎	x	yn	1	xýn	1
畏	qv	i	2	qvi	1
畐	w	ug	3	wuk	2
畑	d	in	0	dìn	0
畒	m	rv	1	mắv	0
畓	ḍ	yn	0	ḍỳn	0
畔	b	un	2	bun	1
畔	bh	un	1	bhún	1
畕	k	ơg	0	kờg	1
畖	qv	a	0	qvà	1
畗	t	am	3	tap	0
畘	n	am	0	nàm	0
留	l	rv	0	lằv	2
留	ql	rv	0	qlằv	2
畚	p	un	1	pún	1
畛	ṭ	rn	1	ṭắn	2
畛	ṭx	rn	1	ṭxắn	2
畜	ṭx	ug	3	ṭxuk	2
畜	ḍx	ug	3	ḍxuk	2
畝	m	rv	1	mắv	0
畞	m	rv	1	mắv	1
畟	ŧx	rg	3	ŧxӑk	2
畠	d	in	0	dìn	0
畠	ṭ	ej	0	ṭèj	0
畡	k	oj	0	kòj	0
畢	p	rn	3	pӑt	1
畣	t	am	3	tap	1
畤	ḍ	i	2	ḍi	3
略	l	ơg	3	lơk	1
畦	cv	ej	0	cvèj	1
畧	l	ơg	3	lơk	0
畨	f	an	0	fàn	0
畩	q	ej	0	qèj	0
番	fx	an	0	fxàn	5
番	px	un	0	pxùn	5
番	b	o	0	bò	5
畫	hv	ag	3	hvak	2
畫	hv	a	2	hva	2
畫	qv	a	1	qvá	2
畬		y	0	ỳ	1
畬	ṣ	e	0	ṣè	1
畭		y	0	ỳ	0
畮	m	rv	1	mắv	1
畯	ŧ	on	2	ŧon	1
異		i	2	i	1
畱	l	rv	0	lằv	0
畲	ẓ	e	0	ẓè	1
畲	ṣ	e	0	ṣè	1
畳	d	im	3	dip	0
畵	v	ag	3	vak	0
當	t	og	0	tòg	2
當	t	og	2	tog	2
畷	ṭ	yn	3	ṭyt	2
畷	ṭ	uj	2	ṭuj	2
畸	kx	i	0	kxì	1
畸	k	i	0	kì	1
畹	q	yn	1	qýn	1
畺	k	ơg	0	kờg	1
畻	ẓ	ig	0	ẓìg	0
畼	ḍ	ơg	0	ḍờg	1
畽	tx	on	1	txón	1
畾	l	uj	0	lùj	1
畿	k	i	0	kì	1
疀	ṭx	am	3	ṭxap	1
疁	l	rv	0	lằv	1
疂	d	im	3	dip	0
疃	tx	on	1	txón	1
疄	l	on	2	lon	2
疅	k	ơg	0	kờg	0
疆	k	ơg	0	kờg	1
疇	ḍ	rv	0	ḍằv	1
疈	p	ig	3	pik	1
疉	d	im	3	dip	0
疉	d	am	3	dap	0
疊	d	im	3	dip	1
疊	d	am	3	dap	1
疋	px	rn	3	pxӑt	3
疋	g	a	1	gá	3
疋	ṣ	o	0	ṣò	3
疌	ŧ	in	3	ŧit	1
疍	d	an	2	dan	0
疍	t	an	1	tán	0
疎	ṣ	o	0	ṣò	0
疏	ṣ	o	0	ṣò	0
疏	ṣ	o	2	ṣo	0
疐	ṭ	i	2	ṭi	2
疐	t	rj	2	tӑj	2
疑	g	i	0	gì	1
疒	n	ig	3	nik	2
疒	ḍ	og	0	ḍòg	2
疓	n	aj	1	náj	1
疔	t	ig	0	tìg	0
疔	t	eg	0	tèg	0
疕	p	i	1	pí	3
疘	k	og	0	kòg	1
疙	k	rn	3	kӑt	1
疙	g	rn	3	gӑt	1
疚	k	rv	2	kӑv	1
疛	ṭ	rv	1	ṭắv	2
疜	h	a	2	ha	0
疝	ṣ	an	2	ṣan	2
疞	x	ơj	0	xờj	0
疢	ṭx	rn	2	ṭxӑn	1
疢	ṭx	rn	1	ṭxắn	1
疣	j	rv	0	jằv	1
疤	p	a	0	pà	0
疤	p	an	0	pàn	0
疥	k	aj	2	kaj	1
疦	kx	yn	3	kxyt	2
疧	c	i	0	cì	1
疨	x	a	0	xà	1
疨	g	a	0	gà	1
疩	ẓ	ơj	2	ẓơj	0
疪	p	ej	2	pej	0
疫		ig	3	ik	1
疰	ṭ	y	2	ṭy	1
疱	px	av	2	pxav	0
疲	b	i	0	bì	1
疳	k	rm	0	kằm	0
疴	q	o	0	qò	1
疵	ŧx	i	0	ŧxì	1
疵	đ	i	0	đì	1
疶	s	in	3	sit	1
疷	ṭ	i	0	ṭì	1
疸	tx	an	1	txán	2
疸	t	am	3	tap	2
疹	ṭx	rn	1	ṭxắn	1
疹	ṭ	rn	1	ṭắn	1
疺	w	rn	3	wӑt	0
疻	ṭ	i	1	ṭí	2
疼	d	rg	0	dằg	1
疼	tx	ug	2	txug	1
疽	ŧ	y	0	ŧỳ	1
疾	đ	rn	3	đӑt	1
疿	f	rj	1	fắj	1
疿	w	rj	2	wӑj	1
疿	f	rj	2	fӑj	1
疿	f	i	1	fí	1
痀	kx	y	0	kxỳ	1
痁	t	im	2	tim	2
痁	ṭ	im	0	ṭìm	2
痁	ṣ	im	0	ṣìm	2
痂	k	a	0	kà	1
痃	h	in	0	hìn	1
痃	h	yn	0	hỳn	1
痄	ṭ	a	2	ṭa	1
病	b	eg	2	beg	1
病	b	ig	2	big	1
痆	n	an	3	nat	1
症	ṭ	ig	2	ṭig	0
痊	đ	yn	0	đỳn	1
痋	d	rg	0	dằg	1
痌	tx	ug	0	txùg	1
痍		i	0	ì	1
痎	k	aj	0	kàj	1
痏	f	uj	1	fúj	1
痏	v	i	1	ví	1
痐		uj	0	ùj	0
痑	tx	an	0	txàn	3
痒	j	og	0	jòg	2
痓	ṭx	i	2	ṭxi	1
痔	ḍ	i	2	ḍi	1
痕	h	rn	0	hằn	1
痕	x	rn	1	xắn	1
痗	m	uj	2	muj	2
痘	d	rv	2	dӑv	0
痘	t	rv	1	tắv	0
痙	k	ig	2	kig	1
痙	c	ig	2	cig	1
痚	x	av	0	xàv	0
痛	tx	ug	2	txug	1
痜	tx	ug	3	txuk	0
痝	m	og	0	mòg	1
痞	px	i	1	pxí	3
痞	qm	rv	0	qmằv	3
痟	s	iv	0	sìv	1
痠	s	yn	0	sỳn	1
痡	px	u	0	pxù	2
痡	fx	u	0	fxù	2
痢	l	i	2	li	1
痢	ql	i	0	qlì	1
痣	ṭ	i	2	ṭi	1
痤	đ	o	0	đò	1
痥	d	yn	3	dyt	1
痦	g		2	g	0
痧	ṣ	a	0	ṣà	0
痩	ṣ	rv	2	ṣӑv	0
痪		un	2	un	0
痬		ig	3	ik	1
痭	p	rg	0	pằg	0
痮	ṭ	ơg	2	ṭơg	1
痯	k	un	1	kún	2
痰	d	am	0	dàm	1
痱	f	rj	1	fắj	3
痱	w	rj	2	wӑj	3
痱	f	rj	2	fӑj	3
痱	f	i	1	fí	3
痱	w	i	0	wì	3
痱	f	i	0	fì	3
痱	m	a	0	mà	3
痱	l	rm	0	lằm	3
痳	m	a	0	mà	1
痳	l	rm	0	lằm	1
痴	ṭx	i	0	ṭxì	1
痵	kv	i	2	kvi	1
痶	t	in	1	tín	1
痷	q	rm	0	qằm	0
痸	ṭx	rj	2	ṭxӑj	1
痹	p	i	2	pi	1
痺	p	i	2	pi	1
痻	m	rn	0	mằn	0
痼	k	u	2	ku	1
痽	t	ơj	0	tờj	0
痾	q	o	0	qò	1
痿	qv	i	1	qví	2
瘀	q	y	1	qý	1
瘀	q	y	0	qỳ	1
瘁	z	uj	2	zuj	1
瘁	z	uj	1	zúj	1
瘂	q	a	1	qá	1
瘃	ḍ	ug	3	ḍuk	1
瘃	ṭ	ug	3	ṭuk	1
瘃	ṭ	ug	3	ṭuk	1
瘄	ṭx	u	2	ṭxu	0
瘇	ṭ	ug	1	ṭúg	1
瘈	ṭ	rj	2	ṭӑj	0
瘈	kx	rj	2	kxӑj	0
瘈	k	rj	2	kӑj	0
瘉		y	2	y	2
瘉		y	1	ý	2
瘊	h	rv	0	hằv	1
瘋	f	ug	0	fùg	0
瘌	ql	an	3	qlat	1
瘌	l	an	3	lat	1
瘍	j	og	0	jòg	1
瘎	ẓ	rm	0	ẓằm	1
瘏	d	u	0	dù	1
瘐		y	1	ý	0
瘑	kv	o	0	kvò	1
瘒	gv	rn	0	gvằn	1
瘓		un	2	un	1
瘔	f	u	1	fú	0
瘕	k	a	1	ká	3
瘕	h	a	0	hà	3
瘖	qj	rm	0	qjằm	1
瘖	qj	rm	2	qjӑm	1
瘖	q	rm	0	qằm	1
瘙	s	u	2	su	1
瘚	kx	yn	3	kxyt	1
瘛	kx	rj	2	kxӑj	3
瘛	k	rj	2	kӑj	3
瘛	ṭ	rj	2	ṭӑj	3
瘜	s	ig	3	sik	1
瘝	kv	an	0	kvàn	0
瘞	q	ej	2	qej	1
瘟	qv	rn	0	qvằn	0
瘠	ŧ	eg	3	ŧek	1
瘠	ŧ	ig	3	ŧik	1
瘡	ṭx	og	0	ṭxòg	1
瘢	p	an	0	pàn	1
瘣	h	uj	2	huj	1
瘤	l	rv	0	lằv	2
瘤	ql	rv	1	qlắv	2
瘥	ŧx	aj	2	ŧxaj	3
瘥	đ	o	0	đò	3
瘦	ṣ	rv	2	ṣӑv	1
瘧	gj	og	3	gjok	1
瘨	t	in	0	tìn	1
瘩	t	am	3	tap	0
瘬	ṭ	ơg	2	ṭơg	0
瘭	p	iv	0	pìv	1
瘮	ṣ	rm	2	ṣӑm	1
瘯	ŧx	ug	3	ŧxuk	1
瘰	ql	o	1	qló	1
瘱	q	rj	2	qӑj	0
瘱	q	ej	2	qej	0
瘲	ŧ	ug	2	ŧug	1
瘳	ṭx	rv	0	ṭxằv	1
瘴	ṭ	ơg	2	ṭơg	1
瘵	ṭ	aj	2	ṭaj	1
瘶	s	rv	2	sӑv	1
瘷	ṭ	eg	3	ṭek	0
瘸	c	e	0	cè	1
瘹	t	iv	2	tiv	1
瘺	l	rv	2	lӑv	0
瘻	l	rv	2	lӑv	2
瘼	m	og	3	mok	1
瘽	c	rn	0	cằn	3
癀	hv	og	0	hvòg	1
癁	w	ug	3	wuk	0
療	l	iv	0	lìv	1
癃	l	ug	0	lùg	1
癄	ḍ	iv	0	ḍìv	1
癅	l	rv	0	lằv	0
癆	l	u	0	lù	1
癇	k	an	1	kán	1
癇	h	an	0	hàn	1
癈	f	rj	2	fӑj	1
癉	t	an	2	tan	4
癉	t	an	0	tàn	4
癊	qj	rm	2	qjӑm	1
癋	x	og	3	xok	0
癌	g	am	0	gàm	0
癍	p	an	0	pàn	0
癎	k	an	1	kán	0
癎	h	an	0	hàn	0
癏	kv	an	0	kvàn	1
癐	c	uj	2	cuj	0
癑	n	ug	2	nug	1
癒		y	2	y	0
癓	m	i	0	mì	1
癔	q	ej	2	qej	1
癕	qj	ug	0	qjùg	0
癖	px	ig	3	pxik	2
癗	l	uj	1	lúj	1
癘	l	rj	2	lӑj	1
癙	ṣ	y	1	ṣý	1
癚	t	am	2	tam	0
癛	l	rm	1	lắm	1
癜	d	in	2	din	0
癝	l	rm	1	lắm	0
癟	b	in	3	bit	2
癠	ŧ	eg	3	ŧek	4
癠	ŧ	ig	3	ŧik	4
癡	ṭx	i	0	ṭxì	1
癢	j	og	1	jóg	1
癤	ŧ	in	3	ŧit	1
癥	ṭ	ig	0	ṭìg	1
癦	m	rg	3	mӑk	0
癧	l	ig	3	lik	1
癧	l	eg	3	lek	1
癨	xv	og	3	xvok	1
癩	ql	aj	2	qlaj	2
癪	ṭ	ig	3	ṭik	0
癬	s	in	1	sín	1
癭	q	ig	1	qíg	1
癮	j	rn	1	jắn	0
癯	c	y	0	cỳ	1
癰	qj	ug	0	qjùg	1
癱	tx	an	0	txàn	0
癱	tx	an	1	txán	0
癲	t	in	0	tìn	1
癳	ql	o	1	qló	0
癴	l	yn	0	lỳn	0
癵	l	yn	0	lỳn	0
癶	b	un	3	but	1
癷	k	on	0	kòn	0
癸	kv	i	2	kvi	1
癹	b	rn	3	bӑt	1
発	f	an	3	fat	0
登	t	rg	0	tằg	1
發	f	an	3	fat	1
白	b	ag	3	bak	1
百	p	ag	3	pak	1
癿	c	e	0	cè	0
皀	p	ig	3	pik	4
皁	đ	u	2	đu	1
皁	ŧ	u	2	ŧu	1
皂	ḍ	u	2	ḍu	0
皂	ṭ	u	2	ṭu	0
皃	m	av	2	mav	2
的	t	ig	3	tik	1
皅	px	a	0	pxà	0
皆	k	aj	0	kàj	1
皇	hv	og	0	hvòg	1
皈	kv	ej	0	kvèj	0
皉	ŧx	rj	1	ŧxắj	1
皊	l	ig	0	lìg	0
皋	k	u	0	kù	1
皌	m	un	3	mut	0
皍	ṭ	ig	3	ṭik	0
皎	k	av	1	káv	1
皎	k	iv	1	kív	1
皏	px	rg	1	pxắg	1
皐	k	u	0	kù	0
皒	g	o	0	gò	0
皓	h	u	2	hu	0
皔	h	on	1	hón	1
皕	p	ig	3	pik	1
皖	q	un	1	qún	1
皖	h	un	1	hún	1
皗	ḍ	rv	0	ḍằv	0
皘	ṣ	in	2	ṣin	0
皙	s	ig	3	sik	1
皚	qg	oj	1	qgój	1
皚	g	oj	0	gòj	1
皚	g	ej	0	gèj	1
皛	c	iv	1	cív	2
皜	h	u	2	hu	0
皝	f	og	1	fóg	1
皞	h	u	2	hu	0
皟	ṭx	ag	3	ṭxak	1
皠	ŧx	uj	2	ŧxuj	1
皡	h	u	2	hu	0
皢	x	iv	1	xív	1
皣		im	3	ip	1
皤	b	o	0	bò	2
皥	h	u	2	hu	0
皦	k	iv	1	kív	1
皧	q	oj	2	qoj	0
皨	ṣ	ig	0	ṣìg	0
皩	f	og	1	fóg	0
皪	l	ig	3	lik	1
皫	px	iv	1	pxív	1
皫	b	iv	1	bív	1
皬	h	og	3	hok	0
皭	ŧ	ơg	3	ŧơk	2
皭	ŧ	iv	2	ŧiv	2
皭	đ	iv	2	điv	2
皮	b	i	0	bì	1
皮	px	i	1	pxí	1
皯	k	on	1	kón	1
皰	px	av	2	pxav	2
皳	c	rv	0	cằv	0
皴	s	on	0	sòn	1
皴	ŧx	on	0	ŧxòn	1
皵	ŧ	ơg	3	ŧơk	2
皵	ŧx	ơg	3	ŧxơk	2
皶	ṭ	a	0	ṭà	0
皷	k	u	1	kú	1
皸	kv	rn	0	kvằn	2
皹	kv	rn	0	kvằn	0
皺	ṭ	rv	2	ṭӑv	1
皺	ḍ	av	0	ḍàv	1
皻	ṭ	a	0	ṭà	1
皼	k	u	1	kú	0
皽	ṭ	in	1	ṭín	3
皾	d	ug	3	duk	1
皿	m	ig	1	míg	1
皿	qm	ig	1	qmíg	1
盀	x	ej	1	xéj	0
盁		ig	0	ìg	0
盂		y	0	ỳ	1
盂	q	y	0	qỳ	1
盃	p	uj	0	pùj	1
盄	t	iv	2	tiv	1
盅	ṭ	ug	0	ṭùg	2
盆	b	un	0	bùn	1
盆	px	un	1	pxún	1
盇	h	rm	3	hӑp	0
盈		ig	0	ìg	1
盈	q	ig	1	qíg	1
盉	hv	o	0	hvò	2
益	q	ig	3	qik	1
盋	p	un	3	put	1
盌	q	un	1	qún	1
盍	h	om	3	hop	1
盎	q	og	2	qog	2
盎	q	og	1	qóg	2
盎	q	on	0	qòn	2
盒	h	om	3	hop	1
盒	h	am	3	hap	1
盓	q	y	0	qỳ	1
盔	kxv	ej	0	kxvèj	1
盕	f	an	2	fan	0
盗	d	u	2	du	0
盙	f	u	1	fú	0
盚	c	rv	0	cằv	0
盛	ẓ	ig	2	ẓig	2
盛	ẓ	ig	0	ẓìg	2
盛	ṣ	ig	1	ṣíg	2
盜	d	u	2	du	1
盝	l	ug	3	luk	1
盞	ṭ	an	1	ṭán	1
盟	m	rg	0	mằg	2
盟	m	ig	0	mìg	2
盠	l	rj	0	lằj	2
盡	đ	on	2	đon	2
盢	kv	ig	3	kvik	0
監	k	am	0	kàm	2
監	k	am	2	kam	2
盤	b	un	0	bùn	1
盤	px	un	1	pxún	1
盥	k	un	2	kun	2
盥	xv	un	1	xvún	2
盦	q	om	0	qòm	2
盧	l	u	0	lù	1
盧	ql	u	1	qlú	1
盨	ẓ	y	1	ẓý	1
盨	ṣ	o	1	ṣó	1
盨	ṣ	y	1	ṣý	1
盩	ṭ	rv	0	ṭằv	1
盪	d	og	2	dog	3
盫	q	rm	0	qằm	0
盬	k	u	1	kú	2
盭	l	ơj	2	lơj	0
盭	l	rj	2	lӑj	0
目	m	ug	3	muk	1
盯	t	ig	0	tìg	2
盯	t	eg	0	tèg	2
盰	k	on	2	kon	1
盱	x	y	0	xỳ	1
盲	m	ag	0	màg	1
盲	qm	ag	0	qmàg	1
盲	qm	ag	1	qmág	1
盳	m	ag	0	màg	0
盳	m	og	2	mog	0
直	ḍ	ig	3	ḍik	1
盵	x	i	2	xi	1
盶		yn	1	ýn	0
盷	h	yn	0	hỳn	1
相	s	ơg	0	sờg	2
相	s	ơg	2	sơg	2
相	s	ơg	1	sớg	2
盹	d	on	2	don	1
盺	qj	rn	0	qjằn	0
盻	h	rj	2	hӑj	2
盼	px	an	2	pxan	1
盽	f	ug	0	fùg	0
盾	d	on	1	dón	2
盿	m	rn	0	mằn	1
眀	m	ig	0	mìg	0
省	s	ag	1	ság	2
省	s	ig	1	síg	2
眂	ẓ	i	2	ẓi	2
眃	v	rn	0	vằn	0
眄	m	in	1	mín	2
眅	px	an	0	pxàn	2
眆	f	og	1	fóg	0
眇	m	iv	1	mív	1
眈	t	am	0	tàm	2
眉	m	i	0	mì	1
眉	qm	i	1	qmí	1
眊	m	u	2	mu	2
看	x	on	2	xon	2
看	x	on	0	xòn	2
県		yn	2	yn	0
眎	ẓ	i	2	ẓi	3
眏	q	og	0	qòg	1
眐	ṭ	ig	0	ṭìg	1
眑	q	iv	1	qív	2
眒	ṣ	rn	0	ṣằn	2
眓	kx	un	3	kxut	1
眔	d	am	3	dap	1
眕	ṭ	rn	1	ṭắn	1
眖	f	og	2	fog	0
眗	k	y	0	kỳ	2
眘	ẓ	rn	2	ẓӑn	0
眙	ṭx	i	2	ṭxi	2
眙		i	0	ì	2
眚	ṣ	ag	1	ṣág	1
眛	m	uj	2	muj	2
眜	m	un	3	mut	1
眜	m	in	3	mit	1
眝	ḍ	y	1	ḍý	1
眞	ṭ	rn	0	ṭằn	1
真	ṭ	rn	0	ṭằn	0
眠	m	in	0	mìn	1
眡	ẓ	i	2	ẓi	2
眢	q	yn	0	qỳn	2
眣	d	in	3	dit	3
眤	qn	ig	3	qnik	0
眥	đ	i	2	đi	2
眥	đ	aj	2	đaj	2
眦	ḍ	ej	2	ḍej	1
眦	ḍ	aj	2	ḍaj	1
眧	ṭx	iv	1	ṭxív	1
眨	ṭ	am	3	ṭap	1
眨	ṭ	am	1	ṭám	1
眩	h	yn	2	hyn	2
眩	h	yn	0	hỳn	2
眩	hv	an	2	hvan	2
眪	p	ig	1	píg	0
眫	m	rj	1	mắj	1
眭	cv	i	0	cvì	4
眭	s	uj	0	sùj	4
眮	d	ug	0	dùg	3
眯	m	rj	1	mắj	1
眯	qm	ej	0	qmèj	1
眯	m	rj	0	mằj	1
眯	qm	ej	0	qmèj	1
眯	m	ej	2	mej	1
眰	d	in	3	dit	0
眱		i	0	ì	1
眲	n	i	2	ni	2
眲	qg	rg	3	qgӑk	2
眲	qg	ag	3	qgak	2
眳	m	ig	0	mìg	2
眴	s	on	0	sòn	5
眴	x	yn	2	xyn	5
眴	ṇ	yn	2	ṇyn	5
眴	s	on	2	son	5
眵	ṭx	i	0	ṭxì	2
眶	kxv	ag	0	kxvàg	1
眶	x	og	0	xòg	1
眷	k	yn	2	kyn	1
眸	m	rv	0	mằv	1
眹	ṭ	rn	1	ṭắn	1
眺	tx	iv	2	txiv	1
眻	j	og	0	jòg	2
眼	g	an	1	gán	1
眼	qg	an	1	qgán	1
眽	m	rg	3	mӑk	1
眾	ṭ	ug	2	ṭug	0
眿	m	rg	3	mӑk	0
着	ḍ	ơg	3	ḍơk	0
着	ṭ	ơg	3	ṭơk	0
睁	ṭ	rg	0	ṭằg	0
睁	ṭ	ag	0	ṭàg	0
睂	m	i	0	mì	1
睃	ṣ	o	0	ṣò	0
睃	ṭ	on	2	ṭon	0
睄	ḍ	iv	0	ḍìv	0
睄	ṣ	av	2	ṣav	0
睅	h	on	2	hon	1
睅	h	on	1	hón	1
睆	q	un	1	qún	1
睇	tx	rj	1	txắj	2
睇	d	rj	2	dӑj	2
睈	ṭx	ig	1	ṭxíg	1
睉	đ	o	0	đò	1
睊	k	yn	2	kyn	2
睋	g	o	0	gò	1
睌	m	an	1	mán	0
睍	q	in	1	qín	1
睍	h	in	1	hín	1
睎	x	i	0	xì	1
睏	kxv	rn	2	kxvӑn	0
睒	ṣ	im	1	ṣím	2
睒	ṣ	im	3	ṣip	2
睓	d	in	1	dín	0
睔	kv	rn	2	kvӑn	3
睕	q	yn	1	qýn	3
睕	qv	an	0	qvàn	3
睕	q	un	0	qùn	3
睖	l	ig	2	lig	1
睗	ṣ	ig	3	ṣik	1
睘	c	ig	0	cìg	1
睙	l	in	3	lit	0
睚	g	aj	0	gàj	1
睛	ŧ	ig	0	ŧìg	2
睜	ŧ	rg	0	ŧằg	1
睜	ŧ	ag	0	ŧàg	1
睝	l	ej	0	lèj	0
睞	l	oj	2	loj	1
睟	z	uj	2	zuj	1
睠	k	yn	2	kyn	1
睡	ẓ	uj	2	ẓuj	1
睢	s	uj	0	sùj	4
督	t	ug	3	tuk	1
睤	b	rj	1	bắj	0
睥	b	rj	1	bắj	1
睥	bx	rj	2	bxӑj	1
睥	b	ej	1	béj	1
睦	m	ug	3	muk	1
睧	f	rn	0	fằn	0
睨	g	rj	2	gӑj	1
睩	ql	ug	3	qluk	1
睩	l	ug	3	luk	1
睪		ig	3	ik	2
睫	đ	in	3	đit	1
睬	ṭx	oj	1	ṭxój	0
睭	ṭ	rv	1	ṭắv	0
睮		y	0	ỳ	0
睯	f	rn	0	fằn	0
睰	qm	an	3	qmat	1
睱	h	a	2	ha	0
睲	s	ig	1	síg	2
睳	xv	uj	0	xvùj	1
睴	kv	rn	2	kvӑn	2
睵	ŧ	oj	0	ŧòj	2
睶	ṭx	on	1	ṭxón	0
睷	k	in	0	kìn	0
睸	qm	ej	0	qmèj	0
睹	t	u	1	tú	1
睺	h	rv	0	hằv	2
睺	x	rv	0	xằv	2
睻	x	yn	0	xỳn	0
睼	tx	in	2	txin	1
睽	cv	ej	0	cvèj	1
睾	k	u	0	kù	0
睿	j	oj	2	joj	1
瞀	m	rv	2	mӑv	2
瞁	kv	ig	3	kvik	2
瞂	w	rn	3	wӑt	1
瞃	qv	rn	3	qvӑt	0
瞄	m	iv	0	mìv	0
瞅	ṭx	rv	1	ṭxắv	0
瞇	m	rj	1	mắj	0
瞇	qm	ej	0	qmèj	0
瞇	m	rj	0	mằj	0
瞇	qm	ej	0	qmèj	0
瞈	qj	ug	1	qjúg	0
瞉	kx	rv	2	kxӑv	1
瞊	d	og	2	dog	0
瞋	ṭx	rn	0	ṭxằn	1
瞋	ṭ	rn	0	ṭằn	1
瞌	h	rm	3	hӑp	0
瞌	x	rm	3	xӑp	0
瞍	s	rv	1	sắv	1
瞎	h	rn	3	hӑt	1
瞏	c	ig	0	cìg	0
瞐	m	og	3	mok	1
瞑	m	ig	0	mìg	3
瞑	qm	ig	1	qmíg	3
瞑	m	ig	1	míg	3
瞓	f	rn	2	fӑn	0
瞔	ṭ	ag	3	ṭak	0
瞕	ṭ	ơg	2	ṭơg	0
瞖	q	rj	2	qӑj	1
瞗	t	iv	0	tìv	1
瞘	kx	rv	0	kxằv	1
瞙	m	og	3	mok	1
瞚	ṣ	on	2	ṣon	1
瞛	ṭx	ug	0	ṭxùg	0
瞜	ql	rv	0	qlằv	2
瞜	l	rv	0	lằv	2
瞝	ṭx	ej	0	ṭxèj	0
瞞	m	un	0	mùn	1
瞟	b	iv	1	bív	2
瞠	ṭx	ag	0	ṭxàg	1
瞠	d	og	0	dòg	1
瞡	kxv	i	0	kxvì	2
瞢	m	ug	0	mùg	3
瞢	qm	ug	0	qmùg	3
瞣	v	an	2	van	0
瞤	ẓ	on	0	ẓòn	1
瞤	ṣ	on	2	ṣon	1
瞥	px	in	3	pxit	2
瞦	x	i	0	xì	1
瞧	ḍ	iv	0	ḍìv	0
瞨	px	og	3	pxok	1
瞪	t	rg	0	tằg	3
瞪	d	rg	2	dӑg	3
瞫	ṣ	om	1	ṣóm	2
瞬	ṣ	on	2	ṣon	1
瞭	l	iv	1	lív	2
瞭	l	iv	0	lìv	2
瞮	ṭx	in	3	ṭxit	0
瞯	k	an	2	kan	1
瞯	h	an	0	hàn	1
瞰	x	om	2	xom	1
瞱		im	3	ip	1
瞲	x	yn	3	xyt	1
瞳	d	ug	0	dùg	1
瞴	m	u	0	mù	2
瞵	l	on	0	lòn	2
瞶	kv	i	2	kvi	2
瞶	kx	uj	1	kxúj	2
瞷	k	an	2	kan	0
瞸		im	3	ip	0
瞹	q	oj	2	qoj	0
瞺	qv	ej	2	qvej	1
瞻	ṭ	im	0	ṭìm	1
瞼	k	im	1	kím	1
瞼	l	im	0	lìm	1
瞽	k	u	1	kú	1
瞾	ṭ	iv	2	ṭiv	0
瞿	c	y	0	cỳ	2
瞿	k	y	2	ky	2
矀	m	i	0	mì	2
